"EVENT_TYPE","MONTH_NAME","BEGIN_LAT","BEGIN_LON","END_LAT","END_LON"
"Drought","July",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Flash Flood","December",31.9904,-99.9986,31.9904,-99.9977
"Drought","June",NA,NA,NA,NA
"Thunderstorm Wind","June",32.9407,-96.9246,32.9638,-96.881
"Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Hail","June",36.32,-100.91,36.32,-100.91
"Hail","June",36.32,-100.97,36.32,-100.97
"Hail","June",36.16,-100.81,36.16,-100.81
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Hail","June",35.91,-100.38,35.91,-100.38
"Hail","June",35.9,-100.39,35.9,-100.39
"Thunderstorm Wind","June",36.28,-101.05,36.28,-101.05
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Hail","June",33.8879,-101.219,33.8879,-101.219
"Thunderstorm Wind","June",34.4313,-100.284,34.4313,-100.284
"Thunderstorm Wind","June",33.4066,-102.6102,33.4066,-102.6102
"Thunderstorm Wind","June",34.1333,-101.5721,34.1333,-101.5721
"Thunderstorm Wind","June",34.0067,-101.3166,34.0067,-101.3166
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Hail","June",33.92,-102.32,33.92,-102.32
"High Wind","June",NA,NA,NA,NA
"High Wind","June",NA,NA,NA,NA
"Hail","June",34.47,-101.3,34.47,-101.3
"Thunderstorm Wind","June",33.9434,-100.85,33.9434,-100.85
"Thunderstorm Wind","June",33.7701,-101,33.7701,-101
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Hail","June",34.0302,-100.8077,34.0302,-100.8077
"Hail","June",34.4,-100.88,34.4,-100.88
"High Wind","June",NA,NA,NA,NA
"Thunderstorm Wind","June",33.9033,-100.1367,33.9033,-100.1367
"Thunderstorm Wind","June",33.6698,-101.3677,33.6698,-101.3677
"Drought","September",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Thunderstorm Wind","June",33.5214,-101.1636,33.5214,-101.1636
"Thunderstorm Wind","June",33.5646,-100.4905,33.5646,-100.4905
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Thunderstorm Wind","June",33.48,-100.8674,33.48,-100.8674
"Thunderstorm Wind","June",33.2366,-100.5734,33.2366,-100.5734
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Thunderstorm Wind","June",29.94,-98.09,29.94,-98.09
"Thunderstorm Wind","June",29.86,-97.95,29.86,-97.95
"High Wind","June",NA,NA,NA,NA
"High Wind","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"High Wind","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Thunderstorm Wind","June",33.97,-98.51,33.97,-98.51
"Thunderstorm Wind","June",33.89,-98.54,33.89,-98.54
"Thunderstorm Wind","June",34.37,-99.35,34.37,-99.35
"Thunderstorm Wind","June",34.21,-99.29,34.21,-99.29
"Thunderstorm Wind","June",33.95,-98.49,33.95,-98.49
"Thunderstorm Wind","June",33.78,-98.8,33.78,-98.8
"Thunderstorm Wind","June",33.89,-98.54,33.89,-98.54
"Thunderstorm Wind","June",33.86,-98.58,33.86,-98.58
"Thunderstorm Wind","June",33.97,-98.51,33.97,-98.51
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Hail","June",32.2497,-102.78,32.2497,-102.78
"Hail","June",30.36,-103.63,30.36,-103.63
"Thunderstorm Wind","June",32.0312,-102.6803,32.0312,-102.6803
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Hail","June",32.17,-102.78,32.17,-102.78
"Hail","June",31.98,-102.62,31.98,-102.62
"Thunderstorm Wind","June",31.9402,-102.2121,31.9402,-102.2121
"Thunderstorm Wind","June",34.6411,-100.8,34.6411,-100.8
"Thunderstorm Wind","June",34.3889,-100.9124,34.3889,-100.9124
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Thunderstorm Wind","June",31.54,-100.51,31.54,-100.51
"Thunderstorm Wind","June",32.75,-99.25,32.75,-99.25
"Flash Flood","September",31.8148,-94.2047,31.8259,-94.1872
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Thunderstorm Wind","June",31.9327,-102.2006,31.9327,-102.2006
"Thunderstorm Wind","June",32.1066,-101.6235,32.1066,-101.6235
"Thunderstorm Wind","June",31.6188,-101.5601,31.6188,-101.5601
"Flash Flood","June",32.3866,-100.8566,32.3866,-100.8704
"Thunderstorm Wind","June",34.7255,-100.5137,34.7255,-100.5137
"Thunderstorm Wind","June",34.4609,-100.1504,34.4609,-100.1504
"Thunderstorm Wind","September",32.71,-96.76,32.71,-96.76
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Hail","June",33.67,-99.18,33.67,-99.18
"Hail","June",33.48,-98.99,33.48,-98.99
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Hail","June",31.83,-104.17,31.83,-104.17
"Thunderstorm Wind","June",34.0932,-102.13,34.0932,-102.13
"High Wind","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Thunderstorm Wind","June",32.56,-97.31,32.56,-97.31
"Thunderstorm Wind","June",32.66,-97.1,32.66,-97.1
"Drought","June",NA,NA,NA,NA
"Thunderstorm Wind","June",31.7807,-103.1946,31.7807,-103.1946
"Thunderstorm Wind","June",31.75,-103.15,31.75,-103.15
"Thunderstorm Wind","June",31.4134,-102.3565,31.4134,-102.3565
"High Wind","June",NA,NA,NA,NA
"Thunderstorm Wind","June",34.73,-101.8324,34.73,-101.8324
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Thunderstorm Wind","June",29.9,-98.23,29.9,-98.23
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Thunderstorm Wind","June",31.2055,-101.4856,31.2055,-101.4856
"Flash Flood","June",30.954,-103.7186,30.9542,-103.7126
"Thunderstorm Wind","June",31.7819,-103.0618,31.7819,-103.0618
"Thunderstorm Wind","June",31.867,-103.0147,31.867,-103.0147
"Thunderstorm Wind","June",31.7807,-103.1861,31.7807,-103.1861
"Thunderstorm Wind","June",34.6411,-100.8,34.6411,-100.8
"Thunderstorm Wind","June",34.4312,-101.1865,34.4312,-101.1865
"Thunderstorm Wind","September",27.9736,-97.3967,27.97,-97.41
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Thunderstorm Wind","June",29.93,-98.24,29.93,-98.24
"Thunderstorm Wind","June",29.85,-97.95,29.85,-97.95
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Thunderstorm Wind","June",31.7807,-103.1861,31.7807,-103.1861
"Thunderstorm Wind","June",29.66,-103.18,29.66,-103.18
"High Wind","June",NA,NA,NA,NA
"Thunderstorm Wind","June",34.41,-101.07,34.41,-101.07
"Thunderstorm Wind","June",34.3889,-100.9124,34.3889,-100.9124
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Thunderstorm Wind","September",27.97,-97.64,27.97,-97.64
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Thunderstorm Wind","June",34.4467,-100.1866,34.4467,-100.1866
"Thunderstorm Wind","June",34.43,-100.2838,34.43,-100.2838
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Flash Flood","September",31.4498,-100.4301,31.4498,-100.4299
"Thunderstorm Wind","June",34.2366,-101.2715,34.2366,-101.2715
"Thunderstorm Wind","June",34.7302,-100.5176,34.7302,-100.5176
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Hail","May",34.76,-102.32,34.76,-102.32
"Thunderstorm Wind","May",34.85,-102.42,34.85,-102.42
"Hail","May",35.02,-101.06,35.02,-101.06
"Hail","May",35,-101.86,35,-101.86
"Thunderstorm Wind","May",35.83,-101.93,35.83,-101.93
"Hail","May",35.14,-101.94,35.14,-101.94
"Flash Flood","August",31.79,-105.39,31.7375,-105.4127
"Thunderstorm Wind","May",35.65,-101.61,35.65,-101.61
"Thunderstorm Wind","May",33.4507,-99.8568,33.4507,-99.8568
"Hail","May",33.9,-98.53,33.9,-98.53
"Hail","May",33.94,-98.55,33.94,-98.55
"Hail","May",33.9,-98.52,33.9,-98.52
"Hail","May",33.9,-98.52,33.9,-98.52
"Hail","May",33.98,-98.53,33.98,-98.53
"Hail","May",33.89,-98.54,33.89,-98.54
"Hail","May",33.9,-98.52,33.9,-98.52
"Hail","May",33.91,-98.51,33.91,-98.51
"Hail","May",33.91,-98.49,33.91,-98.49
"Hail","May",33.89,-98.52,33.89,-98.52
"Hail","May",33.9,-98.51,33.9,-98.51
"Hail","May",33.93,-98.49,33.93,-98.49
"Hail","May",33.9,-98.55,33.9,-98.55
"Hail","May",33.88,-98.56,33.88,-98.56
"Hail","May",33.86,-98.53,33.86,-98.53
"Hail","May",33.86,-98.49,33.86,-98.49
"Hail","May",33.86,-98.5,33.86,-98.5
"Hail","May",33.86,-98.57,33.86,-98.57
"Thunderstorm Wind","May",33.99,-99.96,33.99,-99.96
"High Wind","May",NA,NA,NA,NA
"Hail","May",33.86,-98.49,33.86,-98.49
"Hail","May",33.86,-98.5,33.86,-98.5
"Hail","May",33.86,-98.49,33.86,-98.49
"Hail","May",33.82,-98.6,33.82,-98.6
"Hail","May",33.92,-98.5,33.92,-98.5
"Hail","May",33.59,-99.95,33.59,-99.95
"Flash Flood","August",28.1487,-96.9918,28.1524,-97.0053
"Flash Flood","August",27.8,-97.41,27.8,-97.4134
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Flash Flood","August",27.8,-97.42,27.7978,-97.4228
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Flash Flood","December",29.4065,-94.9862,29.4076,-94.9973
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"Flash Flood","December",29.39,-94.92,29.3903,-94.9304
"Flash Flood","December",29.45,-95.07,29.4514,-95.0514
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"Thunderstorm Wind","December",33.17,-98.11,33.17,-98.11
"Hail","December",32.47,-97.55,32.47,-97.55
"Hail","December",32.52,-97.35,32.52,-97.35
"Hail","December",32.6,-97.1,32.6,-97.1
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"Hail","December",32.63,-96.91,32.63,-96.91
"Hail","December",32.85,-96.48,32.85,-96.48
"Hail","December",32.85,-96.39,32.85,-96.39
"Hail","December",32.89,-96.33,32.89,-96.33
"Thunderstorm Wind","December",32.68,-96.87,32.68,-96.87
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"Thunderstorm Wind","December",32.5445,-97.3268,32.5445,-97.3268
"Thunderstorm Wind","December",32.3,-97.39,32.3,-97.39
"Thunderstorm Wind","December",32.75,-97.7,32.75,-97.7
"Thunderstorm Wind","December",32.3722,-97.9216,32.376,-97.9141
"Thunderstorm Wind","December",32.82,-97.36,32.82,-97.36
"Thunderstorm Wind","December",32.986,-97.8762,32.986,-97.8762
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Flash Flood","August",27.4379,-98.5315,27.4425,-98.5411
"Flash Flood","August",28.41,-99.21,28.3568,-99.2134
"Flash Flood","August",28.02,-99.36,28.0214,-99.3748
"Flash Flood","August",27.4978,-99.4288,27.5115,-99.4795
"Flash Flood","August",27.4581,-99.4407,27.4808,-99.4328
"Flash Flood","August",27.7171,-97.3604,27.7282,-97.3763
"Flash Flood","August",27.8941,-97.6264,27.8933,-97.6309
"Flash Flood","August",27.68,-97.36,27.6966,-97.378
"Flash Flood","August",27.6887,-97.3304,27.696,-97.3382
"Flash Flood","August",27.6936,-97.4089,27.6234,-97.3055
"Drought","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Flash Flood","August",27.7984,-97.3929,27.8066,-97.4147
"Flash Flood","August",27.57,-99.43,27.6196,-99.4329
"Flash Flood","August",27.57,-99.5,27.6016,-99.5031
"Flash Flood","August",28.08,-98.6,28.0728,-98.4398
"Drought","August",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Flash Flood","August",27.7154,-97.3287,27.7236,-97.3431
"Flash Flood","August",27.59,-99.53,27.6266,-99.5535
"Flash Flood","August",27.5091,-99.4601,27.4864,-99.4684
"Flash Flood","August",27.76,-97.41,27.763,-97.4081
"Drought","August",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Flash Flood","August",27.83,-97.57,27.8447,-97.5892
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Thunderstorm Wind","August",27.51,-99.48,27.51,-99.48
"Drought","August",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Flash Flood","August",27.7,-97.36,27.6813,-97.3607
"Drought","August",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Hail","April",31.676,-97.5193,31.676,-97.5193
"Hail","April",31.66,-97.46,31.66,-97.46
"Hail","April",31.65,-97.32,31.65,-97.32
"Hail","April",32.12,-98.54,32.12,-98.54
"Hail","May",31.92,-102.76,31.92,-102.76
"Hail","May",32.69,-102.73,32.69,-102.73
"Excessive Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Hail","April",33.02,-96.74,33.02,-96.74
"Hail","April",32.33,-97.3,32.33,-97.3
"Hail","April",33.03,-96.74,33.03,-96.74
"Flash Flood","April",31.45,-96.27,31.4451,-96.2789
"Hail","April",31.06,-97.16,31.06,-97.16
"Thunderstorm Wind","April",31.3426,-97.8425,31.3426,-97.8425
"Flash Flood","April",31.07,-97.44,31.0657,-97.4399
"Hail","April",31.99,-97.89,31.99,-97.89
"Hail","April",32.27,-98.85,32.27,-98.85
"Hail","April",31.98,-97.87,31.98,-97.87
"Hail","April",32.222,-98.6861,32.222,-98.6861
"Excessive Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Hail","May",31.28,-103.07,31.28,-103.07
"Thunderstorm Wind","May",29.66,-103.18,29.66,-103.18
"Thunderstorm Wind","May",31.95,-102.2,31.95,-102.2
"Thunderstorm Wind","May",32.75,-102.64,32.75,-102.64
"Hail","May",31.13,-103.6,31.13,-103.6
"Thunderstorm Wind","April",30.7469,-96.772,30.7469,-96.772
"Flash Flood","April",31.5201,-96.5325,31.5206,-96.5336
"Flash Flood","April",31.16,-95.96,31.1581,-95.988
"Hail","April",32.37,-98.98,32.37,-98.98
"Hail","April",32.2248,-98.6656,32.2248,-98.6656
"Hail","April",31.59,-96.48,31.59,-96.48
"Hail","April",31.65,-96.46,31.65,-96.46
"Hail","May",27.43,-98.27,27.43,-98.27
"Hail","April",32.39,-97.21,32.39,-97.21
"Hail","April",33.1,-96.66,33.1,-96.66
"Hail","April",31.84,-96.8,31.84,-96.8
"Hail","April",31.85,-96.79,31.85,-96.79
"Hail","April",31.76,-96.89,31.76,-96.89
"Hail","April",31.77,-98.03,31.77,-98.03
"Hail","April",30.66,-97,30.66,-97
"Thunderstorm Wind","May",32.94,-102.57,32.94,-102.57
"Hail","April",33.1,-96.65,33.1,-96.65
"Hail","April",31.1,-97.17,31.1,-97.17
"Hail","April",30.88,-97.41,30.88,-97.41
"Hail","April",30.94,-96.64,30.94,-96.64
"Hail","April",32.84,-97.02,32.84,-97.02
"Hail","April",31.63,-97.18,31.63,-97.18
"Hail","April",32.08,-98.33,32.08,-98.33
"Hail","April",31.65,-97.45,31.65,-97.45
"Hail","April",32.22,-98.21,32.22,-98.21
"Hail","April",32.18,-98.2,32.18,-98.2
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Thunderstorm Wind","May",32.71,-100.86,32.71,-100.86
"Flash Flood","May",32.2312,-101.5405,32.1288,-101.5404
"Hail","May",31.85,-102.33,31.85,-102.33
